ClientID,Name,Zone,Branch,Family,Product,Ledger,Adhoc,FuturesMTM,OptionsMTM,EquityMTM,MTM,NPL,MonthlyMTM,IntradayFuturesMTM,IntradayOptionsMTM,IntradayEquityMTM,IntradayMTM,TheoreticalMTM,IntrinsicMTM,ROV,VAR,Scenario1,Scenario2,Scenario3,Scenario4,VaRUti,Span,Exposure,MarginUtil,SnapSpan,SnapExposure,SnapExpiryMargin,SnapMarginUtil,MarginAvailable,EODMargin,ExpiryMargin,MarginDifference,PeakMargin,PeakMarginTime,TotalPeakMargin,TotalPeakMarginTime,VARPeakMargin,VarPeakMarginTime,TV,ExpTheta,Theta,Delta,DeltaAmount,AbsDelta,AbsGamma,Vega,Gamma,VarDistribution,EquityAmount,PayInPayOut,DayNetPremium,DayPremium,Priority,VARMargin,T1Quantity,T2Quantity,EarlyPayIn,DeliveryMargin,Turnover,BankniftyExpoOPT,NiftyExpoOPT,MarginLimitUtil,MTMLimitUtil,VARLimitUtil,MarginLimit,MTMLimit,VARLimit,BankniftyExpoLimit,NiftyExpoLimit,CollateralQty,CollateralValue,CollateralHaircut,bList_Underlying
CLIENT11,KABIR,PUN,M,12,1122,5000000,0,0,-679197880,0,-679197880,-679197880,-679197880,0,-679197880,0,-679197880,-678439321.76,0,-3683580,0,-686331300,-682364300,-675930662.5,-674060750,0,8879529,2354188,11233717,0,0,0,0,-6233717,0,11233717,11233717,11233717,17:02:25,11233717,17:02:25,0,00:00:00,-522275,77700,77700,-77700,-23133525,13,13,77700,77700,,0,0,675514300,-675514300,999,0,0,0,0,0,4096643500,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT19,KABIR,PUN,M,12,1122,5000000,0,0,-70939231.98,0,-70939231.98,-70939231.98,-70939231.98,0,-70939231.98,0,-70939231.98,-70803791.57,0,-727731.98,0,-71904522,-71380212.27,-73143398.32,-77711511,0,7034061.5,2985800,10019861.5,0,0,0,0,-5019861.5,0,10019861.5,10019861.5,10019861.5,17:02:25,10019861.5,17:02:25,0,00:00:00,-217445.73,-2725,-2725,2725,-52255687.5,10,10,-2725,-2725,,0,0,70211500,-70211500,999,0,0,0,0,0,1361961600,-26335656.25,-10092335,0,0,0,0,0,0,0,0,0,0,0
CLIENT2,KABIR,PUN,M,12,1122,5000000,0,-5432112,-96313716.3,0,-101745828.3,-101745828.3,-101745828.3,-5432112,-96313716.3,0,-101745828.3,-101611968.47,0,5957263.7,0,-95969862.01,-98787311.24,-104421819.3,-106335972.13,0,-1077765,1893617,1893617,0,0,0,0,3106383,0,1893617,1893617,4110753,17:02:22,4110753,17:02:22,0,00:00:00,-13636.3,2800,2800,-2520,19847408,6,6,2800,2800,,0,0,102270980,-102270980,999,0,0,0,0,0,428666260,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT8,KABIR,PUN,M,12,1122,5000000,0,0,-268281262.5,0,-268281262.5,-268281262.5,-268281262.5,0,-268281262.5,0,-268281262.5,-267782330.93,0,8977737.5,0,-264260227,-267017070.86,-270050892.75,-271413579.85,0,-1516003.5,1200541,1200541,0,0,0,0,3799459,0,1200541,1200541,1200541,17:02:25,1200541,17:02:25,0,00:00:00,100800,166200,166200,-166200,26812725,10,10,166200,166200,,0,0,277259000,-277259000,999,0,0,0,0,0,6898653800,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT14,KABIR,PUN,M,12,1122,5000000,0,0,81508182.57,0,81508182.57,81508182.57,81508182.57,0,81508182.57,0,81508182.57,81534905.57,0,-6964567.43,0,91316930,86584202.5,74892575.1,67496969.51,0,16807973.5,2624685,19432658.5,0,0,0,0,-14432658.5,0,19432658.5,19432658.5,19432658.5,17:02:25,19432658.5,17:02:25,0,00:00:00,-298322.43,-9300,-9300,9300,-24960885,6,6,-9300,-9300,,0,0,-88472750,88472750,999,0,0,0,0,0,518728750,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT12,KABIR,PUN,M,12,1122,5000000,0,0,164586980.15,0,164586980.15,164586980.15,164586980.15,0,164586980.15,0,164586980.15,164615204.57,0,-9908349.85,0,155703865.61,160334420.26,169513807.35,173843425.67,0,18963409.5,2375980,21339389.5,0,0,0,0,-16339389.5,0,21339389.5,21339389.5,21339389.5,17:02:25,21339389.5,17:02:25,0,00:00:00,-68664.85,-40175,-40175,40175,-1424973.75,6,6,-40175,-40175,,0,0,-174495330,174495330,999,0,0,0,0,0,1055630970,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT5,KABIR,PUN,M,12,1122,5000000,0,0,-91216898.75,0,-91216898.75,-91216898.75,-91216898.75,0,-91216898.75,0,-91216898.75,-88793455.01,0,2334576.25,0,-91556061,-90789738.67,-87529210.75,-86035914,0,-709562.75,1468581,1468581,0,0,0,0,3531419,0,1468581,1468581,2392305.25,17:02:24,2392305.25,17:02:24,0,00:00:00,289931.25,12325,12325,-12325,19970590,14,14,12325,12325,,0,0,93551475,-93551475,999,0,0,0,0,0,853849925,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT3,KABIR,PUN,M,12,1122,5000000,0,0,1521854757.49,0,1521854757.49,1521854757.49,1521854757.49,0,1521854757.49,0,1521854757.49,1522292872.96,0,-1148992.51,0,1519601088,1520950130.25,1523648214.75,1524997257,0,4420573.5,3220430,7641003.5,0,0,0,0,-2641003.5,0,7641003.5,7641003.5,9610488.5,17:02:24,9610488.5,17:02:24,0,00:00:00,-134925.01,1850,1850,-1850,-6127997.5,10,10,1850,1850,,0,0,-1523003750,1523003750,999,0,0,0,0,0,6331941550,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT15,KABIR,PUN,M,12,1122,5000000,0,0,-13922740.06,0,-13922740.06,-13922740.06,-13922740.06,0,-13922740.06,0,-13922740.06,-12807745.06,0,2627834.94,0,-8400070,-10604506.88,-15013380.48,-17217371.22,0,189543.75,1976181,2165724.75,0,0,0,0,2834275.25,0,2165724.75,2165724.75,2165724.75,17:02:25,2165724.75,17:02:25,0,00:00:00,29058.69,3500,3500,-3500,3576125,5,5,3500,3500,,0,0,16550575,-16550575,999,0,0,0,0,0,1480210975,0,0,108286.2375,-139227.4006,0,2000,10000,10000,100,100,0,0,0
CLIENT18,KABIR,PUN,M,12,1122,5000000,0,-14532650,200953904.96,0,186421254.96,186421254.96,186421254.96,-14532650,200953904.96,0,186421254.96,186152595.69,0,163679.96,0,189307160,184778678.31,187507901.37,189267494.85,0,4301612.5,1345650,5647262.5,0,0,0,0,-647262.5,0,5647262.5,5647262.5,5680446.75,17:02:24,5680446.75,17:02:24,0,00:00:00,1469294.96,3250,3250,-14250,67786620,15,15,3250,3250,,0,0,-200790225,200790225,999,0,0,0,0,0,1356719175,-10534262.5,-2752455,0,0,0,0,0,0,0,0,0,0,0
CLIENT13,KABIR,PUN,M,12,1122,5000000,0,0,488523420,0,488523420,488523420,488523420,0,488523420,0,488523420,485745646.82,0,-4219280,0,490621696,488154656.65,483824839,481225033.02,0,12246637.75,2105345,14351982.75,0,0,0,0,-9351982.75,0,14351982.75,14351982.75,14351982.75,17:02:25,14351982.75,17:02:25,0,00:00:00,1541620,-38700,-38700,38700,-19417275,10,10,-38700,-38700,,0,0,-492742700,492742700,999,0,0,0,0,0,1967940100,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIENT17,KABIR,PUN,M,12,1122,5000000,0,0,147369570,0,147369570,147369570,147369570,0,147369570,0,147369570,147994286.85,0,-1524830,0,144999820,147721497.5,147410752.5,146649330,0,5200519,3031625,8232144,0,0,0,0,-3232144,0,8232144,8232144,8232144,17:02:25,8232144,17:02:25,0,00:00:00,-644045,-37100,-37100,37100,-54004000,15,15,-37100,-37100,,0,0,-148894400,148894400,999,0,0,0,0,0,896072200,0,0,411607.2,1473695.7,0,2000,10000,10000,100,100,0,0,0
